name,link,description,price,name_nearby_place,hotel_class,img_origin,location_rating,province
Nhà nghỉ Anh Tuấn,https://www.bluepillow.com/search?p_id=589de5527c00cb10c8d94619&dest=ago&cat=Vacation rental (other)&accomodationids=655202d61811a9820ec164ee,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",4684000,Can Tho International Airport,3-star hotel,"https://pix8.agoda.net/hotelImages/38597294/0/a22e5d3e5c1f1b27b55e875c13c3f26a.jpg?ce=0&s=1024x, https://pix8.agoda.net/hotelImages/38597294/0/2c8f1f198792da7096db4acf42d18bcf.jpg?ce=0&s=1024x, https://pix8.agoda.net/hotelImages/38597294/0/36dfb19edf682e4985fa34081829e325.jpg?ce=0&s=1024x",2.9,Hậu Giang
Green Villa - Ngôi Nhà Chung,https://www.booking.com/hotel/vn/green-villa-ngoi-nha-chung.en.html?aid=2068758;label=seogooglelocal-link-imagesaow-hotel-11792153_grp-1_gendate-20240917;utm_source=seogooglelocal;utm_medium=description;utm_term=hotel-11792153;utm_campaign=en,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",4150000,"Can Tho International Airport, Hoa Su Restaurant",3-star hotel,"https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlZBBopCc2ozhc-OCM0uBkQ9vHAjpzVkgzTzj6-WQo4-vZtS5B-dWnlcn6NsxL-dt69j35-wvHgaqGxDpMbJzMPdkPi3QBSzNVVvlrLCTxH5dPUcq9g_3g==.jpg, https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlZFsp563N_OGI84h9Q9GBnw54wVfOGPdgWADr72VUKQBOgf0r5fJD8vGa63AMYi9GCjkwdk_j_tzONiriAaFAgUGZFLFKDO6QvAfePVc7FXnrp9GgJbqA==.jpg, https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlZFsp563N_OGBi_ZHqjUh-r8Stw3bbbu6Qw4nx0sI6uRS33ibMqbMXfCz0TGPWTXR_eqQnOrloAsTe5a_Ef7JNqWSpLXIy_iPynr2eL2P69oXcb31cW4A==.jpg, https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlZFsp563N_OGJpQWaJ8J4i6NNJmPpQ8rdxPbww-gnuWlX3qU6sionna2qQuOAIYxI4uSbxtsxKtqghq7HhZnBWli8sOOFJ6Ehj8PrQKA3rVMx4aPpwwhw==.jpg, https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlZBBopCc2ozhW6hkXxqAxHB_FaEWK3Pf3H8LtSqHT5YIrts-jdI88_ImVlCel2bUv5SVjHGz0Im2u9QRNUN6eqoI4l_Bifj60aGnjwWbukQpZ78HfYV_Q==.jpg, https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlZBBopCc2ozhfwj_bQ2FwRBnkZ0IXPTwTz8i3oPKspnXiprK_MyZRX_nRyeXpi6VWAzFnFik32CTlIrE-cQmGX-uyhkCBjlGH310KcTeQK5kT0KUGhZDQ==.jpg, https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlZBBopCc2ozhR1QMtlyzBc4hlZCeElj_DVQtmCVq4tSs1sh9BLzucm0LoMbh0knA_L9eprrNcKgIYhJLXxMSCzvu6JWqUiAp4Oybj1P4ptOBSjbwH6BsQ==.jpg, https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlZBBopCc2ozhQk2u6Da4da_U3Ha4eTDKDEv9A2I1hXT-s6vI8-XubTXwB76XMimWKcLQFLKXaZONwdwt06BzLr8DBlvWaKhxX3I4lyY5mWZa9LBiY2bpA==.jpg, https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlZBBopCc2ozheSqdBxGRF4VWBVQaBdQe-PzAMT3U1e0mEZtyYV6zcrqLJnwknad4Qf9mnKPihvtOcpexTSy4aE6eODQKVpttoVAszQ-Qw07kxtvcJTZSQ==.jpg",2.2,Hậu Giang
Serena Resort Kim Bôi,http://serena.com.vn/,"Tranquil property offering geothermal pools & a spa, plus a hot tub with mountain views.",4862000,"Suối Nà Bờ, Noi Bai International Airport, Nón Restaurant",4-star hotel,"https://images.trvl-media.com/lodging/19000000/18750000/18745300/18745299/652ed2f3_z.jpg, https://images.trvl-media.com/lodging/19000000/18750000/18745300/18745299/42a89638_z.jpg, https://lh5.googleusercontent.com/p/AF1QipMWyKQWkrgSy-WT8aBODDPVpo-CXepAo9fkxno=s10000, https://images.trvl-media.com/lodging/19000000/18750000/18745300/18745299/9aa8f63c_z.jpg, https://cdn.worldota.net/t/1024x768/content/98/10/981071231a503c29c99cced465b80ed1198cc860.JPEG, https://images.trvl-media.com/lodging/19000000/18750000/18745300/18745299/c8da7af2_z.jpg, https://lh5.googleusercontent.com/p/AF1QipNRzgwtNqh0o_fnBR8mCTXvvJarJ_nLgmoSAZJ1=s10000, https://lh5.googleusercontent.com/p/AF1QipMm02Qy7_v1s6_xB_1lfN9hJZBobnDwJefZ8wHF=s10000, https://lh5.googleusercontent.com/p/AF1QipMwL8Ar8nPuGhPE3-hIbpleX9YhzyDdjp92aJ4=s10000",2.5,Hòa Bình
Mandala Retreats Kim Bôi,https://mandalahotels.com.vn/,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",4929000,"Noi Bai International Airport, Nhà hàng Bản Mộc",3-star hotel,"https://lh5.googleusercontent.com/p/AF1QipORAD9SUV_mmaU1DRhPBTOj5Oz-5-RWjMhngF05=s10000, https://lh5.googleusercontent.com/p/AF1QipPRpeZgQyMZSD5CfnhZO2sTqvxYH_R600SD0Zl9=s10000, https://lh5.googleusercontent.com/p/AF1QipPs0-NntSvXtHXSD9CUqEwo6SFnpMDphoYC9unu=s10000, https://lh5.googleusercontent.com/p/AF1QipP68KVeqOqi-vSASyAPLECFPz4SFt9ST3aOQsGX=s10000, https://images.trvl-media.com/lodging/98000000/97350000/97341700/97341605/e74c8010_z.jpg, https://lh5.googleusercontent.com/p/AF1QipM8ThtsVV-FD29UrWZ-foCcNFEppTecdLYpQNhZ=s10000, https://images.trvl-media.com/lodging/98000000/97350000/97341700/97341605/875c0b74_z.jpg, https://images.trvl-media.com/lodging/98000000/97350000/97341700/97341605/w5760h3837x0y0-2bda196a_z.jpg, https://images.trvl-media.com/lodging/98000000/97350000/97341700/97341605/23b2dbe9_z.jpg",2.6,Hòa Bình
Avana Retreat,https://avanaretreat.com/,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",1293000,"Tho Xuan airport, Nhà Hàng Phương Nam",5-star hotel,"https://lh5.googleusercontent.com/p/AF1QipPP7R5NKUCHTkX1xeya_eO9zJsEs6IBB_xo2hbX=s10000, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/99/00/ba/avana-retreat.jpg?w=2100&h=1400&s=1, https://lh5.googleusercontent.com/p/AF1QipOl3dIvuHASxMXUA-kFr26bBpPj4AnGZlnbgq-E=s10000, https://lh5.googleusercontent.com/p/AF1QipMC4MkBu0YrG2c3JQMFit-zU8tTICgOe1MGv_5J=s10000, https://lh5.googleusercontent.com/p/AF1QipMWN97ufWx1om-dopNuaBbUQJtinIEbeetxYct3=s10000, https://lh5.googleusercontent.com/p/AF1QipMP4DQ9HKtTcUpP_3LF6M6B8ruZveWOzrOkKadv=s10000, https://lh5.googleusercontent.com/p/AF1QipP7h6NCT-1OXk7bZN9UON1hsn6_xXv4rYDoaOYv=s10000, https://lh5.googleusercontent.com/p/AF1QipN-pgYlp3fCxU_9UDyUxUP9TO-ssIHekZD89MpM=s10000, https://lh5.googleusercontent.com/p/AF1QipPkh394mymoAlWSlp04iHROZDMXPYvfI9Bbza3r=s10000",2.7,Hòa Bình
Mơ Village,https://www.facebook.com/movillage.hoabinh,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",1303000,"Noi Bai International Airport, Nhà hàng AP PLAZA Hòa Bình",3-star hotel,"https://lh5.googleusercontent.com/p/AF1QipM-4cDS7UT8nXT2ebhBqVRoWGMefqHXk6UheQIU=s10000, https://lh5.googleusercontent.com/p/AF1QipPW8d8V_K9B5Leq03QlLCepxEQ3U70ux_0QxeCe=s10000, https://lh5.googleusercontent.com/p/AF1QipOmWeXq5kQirS_4bhOup87_1FPNOMbZEwb3Dqfo=s10000, https://lh5.googleusercontent.com/p/AF1QipPFrr_ky86U6VY-2KysdTbiL44SJZMfV8fWmTrR=s10000, https://lh5.googleusercontent.com/p/AF1QipNLVhwRIvqnF36GREBwmTu_20Ofoo7fEC_w1hxd=s10000, https://lh5.googleusercontent.com/p/AF1QipNIjTXxUtOlGwq3PasUvudqbypjpiAIsNr4L4ow=s10000, https://lh5.googleusercontent.com/p/AF1QipN2aPJU5Z6zrOJFc_NREVewADndU4WgPVA-Mof2=s10000, https://lh5.googleusercontent.com/p/AF1QipNfJdhdG0MoYyTFtIUv27Q0mPZHxK9boibsxymn=s10000, https://lh5.googleusercontent.com/p/AF1QipOgoyQvRb9Wg2h3NttqhnZ2RebZrjnnFfcaZY1t=s10000",3,Hòa Bình
Mai Chau Hideaway Lake Resort,https://www.maichauhideaway.com/,"Simple quarters in a serene lakeside hotel featuring a pool, activities & breakfast.",1052000,"Noi Bai International Airport, Hoa Ban Restaurant",4-star hotel,"https://lh5.googleusercontent.com/p/AF1QipN6H3unRP4pOT6akEPYDZvaHqygbbYjp6osWu8t=s10000, https://lh5.googleusercontent.com/p/AF1QipNOsda4g50T6hYDCeCafohFzBJpdH0CfCI33QdS=s10000, https://lh5.googleusercontent.com/p/AF1QipPyJJIHpGqavWrmi5IoGb5GNow3h9f3KYDkZQZs=s10000, https://lh5.googleusercontent.com/p/AF1QipPMrRbMJFo_FOuNpnXEJALYgEH2aGa4D3Phlmzf=s10000, https://lh5.googleusercontent.com/p/AF1QipOPAPYxxX03xZevExqwmgR_oor6991kZ3BNYSHg=s10000, https://lh5.googleusercontent.com/p/AF1QipPt6gKbSu4KihOh_ocEdSdO83zxMNsKQjj1jseN=s10000, https://lh5.googleusercontent.com/p/AF1QipOd1WYwFou9nHUhaQlYNulxkmrsNNBT4HB_ELRa=s10000, https://lh5.googleusercontent.com/p/AF1QipMgAIYZ5NJtzrmDSM5awoizmr1Wo_3nc3GmQRR6=s10000, https://lh5.googleusercontent.com/p/AF1QipPnZpBpFzZbiQfyzbYwXbHshga2Xx1RKLFhR4vM=s10000",3.1,Hòa Bình
Wyndham Sky Lake Resort & Villas,https://wyndhamskylake.com/,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",1717000,"Đền Đá Bạc, Noi Bai International Airport, Aria Restaurant",4-star hotel,"https://photos.hotelbeds.com/giata/original/87/878450/878450a_hb_ro_081.jpg, https://lh5.googleusercontent.com/p/AF1QipMQXbjHtUHSbCU3_DguyTXo_voKQjkPcPCnm1tY=s10000, https://photos.hotelbeds.com/giata/original/87/878450/878450a_hb_r_019.jpg, https://photos.hotelbeds.com/giata/original/87/878450/878450a_hb_a_021.jpg, https://photos.hotelbeds.com/giata/original/87/878450/878450a_hb_k_006.jpg, https://www.iceportal.com/data/2813-128238-f70555904_XXLejpg/Viet-Nam/Hanoi/Wyndham-Sky-Lake-Resort-and-Villas/Photo/Wyndham-Sky-Lake-Resort-and-Villas-Hanoi-Undefined-Guest-room.jpg, https://photos.hotelbeds.com/giata/original/87/878450/878450a_hb_ro_022.jpg, https://lh5.googleusercontent.com/p/AF1QipOAJH3CR4JDRPv1-PGjSuf7acNcfYr98bJh9hM=s10000, https://lh5.googleusercontent.com/p/AF1QipPQdG1ADklML2_hiTZieZpOxGupLNe6uiHBNfs=s10000",2.3,Hòa Bình
Melody retreat,https://www.facebook.com/profile.php?id=100086456845342,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",4238000,"Noi Bai International Airport, Quán ngọc bích",3-star hotel,"https://lh5.googleusercontent.com/p/AF1QipP31CsQ3oub8joZlBA6DAsw8dbn1pdA2JAbOTpR=s10000, https://lh5.googleusercontent.com/p/AF1QipPNaMpbdPM4PjaQEVzR1XBreDNv-qqk1MlQ-ae_=s10000, https://lh5.googleusercontent.com/p/AF1QipOoTmgwleFrM5pNSeLB2gW-yK33SRwZ_kDkLv-a=s10000, https://lh5.googleusercontent.com/p/AF1QipPg4iV4xzEDlul1c9VZmaxsGbv4xX_CqLFx4Tn-=s10000, https://lh5.googleusercontent.com/p/AF1QipPaNOD8rEw7_WjmqCMoReJsdfBWQ1g4D8Qj2iK5=s10000, https://lh5.googleusercontent.com/p/AF1QipMx-2uIXoqroeVQQ8eJicsQb5cgP_DqV-ci-KY_=s10000, https://lh5.googleusercontent.com/p/AF1QipMyAb-QD4PBq55Zxz9zbamqkGkUQga_8pEdJvth=s10000, https://lh5.googleusercontent.com/p/AF1QipOcg3fXrQrGEppLhm5T_ZMQm7c7IM58przHoWVR=s10000, https://lh5.googleusercontent.com/p/AF1QipNsVeIxhYBq79UiC5cpWHwI6WspRA9nLTK2BAV1=s10000",2.5,Hòa Bình
LaLa Villas,https://www.bluepillow.com/search?lat=10.42732&lng=104.99832&dest=ago&cat=Vacation rental (other)&accomodationids=655204cc1811a9820ec2f77a,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",1686000,"Thăng Thiên Waterfall, Noi Bai International Airport, Nhà hàng Đông Oanh",3-star hotel,"https://lh5.googleusercontent.com/p/AF1QipMJ8PSyqHDmJDwfwZ-5IrG80r0Fy8EPArn7HItf=s10000, https://lh5.googleusercontent.com/p/AF1QipMPocP3NpDakA2ZqYxnZgd6SDE7i0rZOxPCARwn=s10000, https://lh5.googleusercontent.com/p/AF1QipPV5fegeJYRywykIa5pPw6Mcr0anFwHo7XgSv8s=s10000, https://lh5.googleusercontent.com/p/AF1QipPe_Qp49a5j61HgMYQw70_1yWm8PTGi-_8Ztt8=s10000, https://lh5.googleusercontent.com/p/AF1QipN20IESNisXqHv2f24Sm5o6Ijx7-3zFwt1QWKA=s10000, https://lh5.googleusercontent.com/p/AF1QipN8H5-LN-F6fvqw0YFcMeEIa9dx1NNPmpTEFtc4=s10000, https://lh5.googleusercontent.com/p/AF1QipM3IAlUh15NW55qWh8Jy7lHFAqd45ImK-qqRovj=s10000, https://lh5.googleusercontent.com/p/AF1QipMc6ycSAeQx7ksMwlli3QckF0wGgoXjoW0RGIgg=s10000, https://lh5.googleusercontent.com/p/AF1QipN9SUS_6IXxfeWMMufkljdyyX_509GstZ0N170y=s10000",2.6,Hòa Bình
Dream Hill Sườn Đồi Trong Mơ,https://www.facebook.com/profile.php?id=100095231263986,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",4767000,"Noi Bai International Airport, Nhà Hàng Hồ Câu Phú Mãn Garden",3-star hotel,"https://lh5.googleusercontent.com/p/AF1QipMR8LSk3leVUh27kkTTeE7-lKk1vBPJrZ7GptfR=s10000, https://lh5.googleusercontent.com/p/AF1QipM6qsH1GdzXP-wTPn_9J6iN0nhA_OmJaJfGbYIt=s10000, https://lh5.googleusercontent.com/p/AF1QipNhz914C-sHPXoP6oXxlul-Y25CM7xAIEUeeu3q=s10000, https://lh5.googleusercontent.com/p/AF1QipPwLwIsQ1pbtvz90Y9Nxda_oRSsWKRogJ8y_YFd=s10000, https://lh5.googleusercontent.com/p/AF1QipMr1zHFTha9RGu2g2IL4tu6Pkz4VRNjIxBOzn9v=s10000, https://lh5.googleusercontent.com/p/AF1QipOGgtYmKr-asoweRDRu0v-FZxiunSi7yZ1VUlJp=s10000, https://lh5.googleusercontent.com/p/AF1QipPRMB9OS_2dMNj9jXTv3nlo4Cpj1O94gcBwMP2i=s10000, https://lh5.googleusercontent.com/p/AF1QipPc1-vGouz6Cub8KIR3W--xO5okXM3QobemeE9O=s10000, https://lh5.googleusercontent.com/p/AF1QipN14uIBdenHsqE99u8F1Qwn89OFcnYN2hMdpi2g=s10000",2.4,Hòa Bình
Mai Chau Ecolodge,http://maichau.ecolodge.asia/,"Rustic-chic bamboo bungalows in a serene resort with an outdoor pool, plus dining, hiking & farming.",3797000,"Chiều Cave, Noi Bai International Airport, La Mai Châu Food & Coffee",4-star hotel,"https://lh5.googleusercontent.com/p/AF1QipMMDJDZtWntSVEnHwzlJ1hlzSJZxYl6jqi8sz8v=s10000, https://lh5.googleusercontent.com/p/AF1QipPZbpydAkiDem-LLCyPcVeOT18KSOuuzHL1J1RL=s10000, https://lh5.googleusercontent.com/p/AF1QipOEZ5-zslvYD8-x3U0LkiwM_PPOLF7ON5hE9yto=s10000, https://lh5.googleusercontent.com/p/AF1QipPVY7ZLn6wVCHcVqck5Kkh0disFmqI9gUIP-R4H=s10000, https://lh5.googleusercontent.com/p/AF1QipPX5Y0QvNeDOWJ2YV4PxhBGcWH6W_uGPs0gZGgY=s10000, https://images.trvl-media.com/lodging/10000000/9540000/9532900/9532854/92fed39e_z.jpg, https://images.trvl-media.com/lodging/10000000/9540000/9532900/9532854/bdac8f4c_z.jpg, https://images.trvl-media.com/lodging/10000000/9540000/9532900/9532854/af8bd622_z.jpg, https://lh5.googleusercontent.com/p/AF1QipM3oeQRNqyViQDI4q_GwnNWyDPZ2juepVHSKwTi=s10000",3.7,Hòa Bình
Mai Chau Onsen Retreat,http://www.maichauonsenretreat.com/,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",3249000,"Tho Xuan airport, Nhà Hàng Diễn Lai",3-star hotel,"https://images.trvl-media.com/lodging/100000000/99420000/99412700/99412669/2f2c743d_z.jpg, https://images.trvl-media.com/lodging/100000000/99420000/99412700/99412669/cbf0e3dd_z.jpg, https://images.trvl-media.com/lodging/100000000/99420000/99412700/99412669/d84e6750_z.jpg, https://lh5.googleusercontent.com/p/AF1QipMhx3mMbBba1zYQ-dyrUp-PasS6XqYhxE7m3L5r=s10000, https://images.trvl-media.com/lodging/100000000/99420000/99412700/99412669/8f14e2e3_z.jpg, https://images.trvl-media.com/lodging/100000000/99420000/99412700/99412669/957c1caa_z.jpg, https://images.trvl-media.com/lodging/100000000/99420000/99412700/99412669/20a14b95_z.jpg, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/71/cd/9e/mai-chau-onsen-retreat.jpg?w=2100&h=1400&s=1, https://lh5.googleusercontent.com/p/AF1QipPvv-HU12PuSrQ6LLjZ1uvA2L7FsZkBxWd8lDP8=s10000",2.5,Hòa Bình
Xoan Retreat,https://m.facebook.com/Xoanretreat,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",4332000,"Noi Bai International Airport, Nhà hàng AP PLAZA Hòa Bình",3-star hotel,"https://lh5.googleusercontent.com/p/AF1QipNQjVnC4Zz9xDirDqyOsjfHcEDZUQGnpAuo-gxy=s10000, https://lh5.googleusercontent.com/p/AF1QipPGC_iCRoHIk_RtnkHf-7zLmweHk949CLv8FU9V=s10000, https://lh5.googleusercontent.com/p/AF1QipMB4WZHigdrIgl1Yv8bFawrnrC24padbXz5tAPO=s10000, https://lh5.googleusercontent.com/p/AF1QipMeYNaJr5pLuvyifGe5U4bLROGAZBWmD9t0kWp8=s10000, https://lh5.googleusercontent.com/p/AF1QipMG8bPnxwcFlKP2wd5W2VIWn-MzmJQsac6CZNvR=s10000, https://lh5.googleusercontent.com/p/AF1QipPjQzQB_LWdqAQjNtbPm_mzGMi54F5_gEQHpKVI=s10000, https://lh5.googleusercontent.com/p/AF1QipO5JX6w4_0vvaopZDJdpyui696a5N8mhkbBOXtg=s10000, https://lh5.googleusercontent.com/p/AF1QipOPCENBUZJhGe1e3VURGsfckV6Mn8mT5n_SY4Zs=s10000, https://lh5.googleusercontent.com/p/AF1QipO5h1kNH1Urp3bOqAduKrLsThRGipJsCEJNk6eD=s10000",3,Hòa Bình
Hồ Đá Cổ Thiên Long Resort,http://hodacothienlong.vn/,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",2656000,"Noi Bai International Airport, Binh Hien Restaurant KB국민은행하노이지점",3-star hotel,"https://lh5.googleusercontent.com/p/AF1QipP1XJ_ILXxOgRMe7WYygH1eqi1sRp16L-JpJFMv=s10000, https://lh5.googleusercontent.com/p/AF1QipNjZkmg8ZGKDrQM8or8ec8PK6xaBBjhvOCbIAz4=s10000, https://lh5.googleusercontent.com/p/AF1QipNmp-Dnn7GrTQov2pZFpsl6t6NlzOmG244CbnKU=s10000, https://lh5.googleusercontent.com/p/AF1QipPpx9CAiEIaIz8J7rEZPoho3HvYcILBSXLwEBX9=s10000, https://lh5.googleusercontent.com/p/AF1QipOFBTyULx6vs8HH1HAVpQt60kgE3ruFuFt8qFe-=s10000, https://lh5.googleusercontent.com/p/AF1QipNwYKaSY5TBMfqHqeKjeqjAb_SbKcbM879m7BeW=s10000, https://lh5.googleusercontent.com/p/AF1QipMb7Rao1laXlt7vOhTFv76cCNMSKpSYEZ9X51lp=s10000, https://lh5.googleusercontent.com/p/AF1QipOH2rCX8v4LbdMe-lRdkjURA88GleCk0Dd-htwA=s10000, https://lh5.googleusercontent.com/p/AF1QipPbX_3mBRfvfAW4aPQfTpuNqJ8i8fnWNBVlHOil=s10000",3.1,Hòa Bình
Pu Luong Riverside Lodge,https://puluongriversidelodge.com/,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",2261000,"Pu Luong Nature Reserve, Tho Xuan airport, Nhà hàng Đặc Sản Pù Luông",3-star hotel,"https://lh5.googleusercontent.com/p/AF1QipNSk1kLjtWJCM6OfI0e9aafhP-UX2LWwQgjOyan=s10000, https://lh5.googleusercontent.com/p/AF1QipMKB_vX0uf-WK8E90E4NtaNLdphGJ3d2dyHXEtz=s10000, https://lh5.googleusercontent.com/p/AF1QipO9a9gcsy6wgoab6KkNzQtpg2L6mvRk4Gfq2OcP=s10000, https://lh5.googleusercontent.com/p/AF1QipOm-TimevQWDdXFF1213FA36npQ6oNhUZTjcQFf=s10000, https://lh5.googleusercontent.com/p/AF1QipN3z2CSAweWMdtYd-MPLWZINC-SKPK2jWHFUPWf=s10000, https://lh5.googleusercontent.com/p/AF1QipPPp22oXPg7Y7ruxiWNLeh6x4ob6myCLjR9qsIf=s10000, https://lh5.googleusercontent.com/p/AF1QipOJkazdB_0mGLeY5fC0LbknusxQZqrGVdtTathN=s10000, https://lh5.googleusercontent.com/p/AF1QipOCatFuOGcim3qFmBdDS3Rb4el4hsGdanRvfv9c=s10000, https://lh5.googleusercontent.com/p/AF1QipPtCI1leQgIBZlBQ8L4WMunwoXcyQ8WG5aIt1kz=s10000",3.7,Hòa Bình
Legacy Hill Resort & Villas,https://legacyhillresort.vn/,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",779000,"Noi Bai International Airport, Nhà hàng 568 Xuân Cảnh",3-star hotel,"https://lh5.googleusercontent.com/p/AF1QipM0ONzzRVl4zkkuzP14ZBik1QNHGcErQuwMbP1U=s10000, https://lh5.googleusercontent.com/p/AF1QipMIOcVZYiPOr2RNB4Kz5IkRWLRm4KwCXOXUQjbo=s10000, https://lh5.googleusercontent.com/p/AF1QipN9Ftw2k00dJAdMv7p-gzps9kt8pwW0tMIA1x6d=s10000, https://lh5.googleusercontent.com/p/AF1QipMgp-4ijfOhvb9vkZkVm3Szf7Q9nJFyL-RdGTJA=s10000, https://lh5.googleusercontent.com/p/AF1QipPgCbfuX5pSTITVphdWjlZTlGUtIwPbJQkl8OCT=s10000, https://lh5.googleusercontent.com/p/AF1QipOjfK-BLIrjXtQtIjp8PS9xjQQig0vlFTzW0skp=s10000, https://lh5.googleusercontent.com/p/AF1QipNu0LLFKhGiC6mJmdCEdNtybK4bJ40J5Ewle_2I=s10000, https://lh5.googleusercontent.com/p/AF1QipOBZqCeKQSLEM_WPKPmZFPeNKhOdHRgtsZd1q8m=s10000, https://lh5.googleusercontent.com/p/AF1QipMKlAlvPBef_23p5LbqgB7dhvcFHNNCAHx4hbPV=s10000",2.5,Hòa Bình
Vayang Retreat & Camping,https://www.bluepillow.com/search?lat=10.42732&lng=104.99832&dest=ago&cat=Vacation rental (other)&accomodationids=655204cc1811a9820ec2f77a,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",1335000,Noi Bai International Airport,3-star hotel,"https://lh5.googleusercontent.com/p/AF1QipPEgos19FjN9C-IMabP8Z4nsuNa4MPC-iKsvwy5=s10000, https://lh5.googleusercontent.com/p/AF1QipPZVsExFVD62XBla2pdaxwDVFhRfEbFTE3VRhGR=s10000, https://images.trvl-media.com/lodging/112000000/111740000/111734800/111734736/5fc19964_z.jpg, https://lh5.googleusercontent.com/p/AF1QipP6jeJMj4W7kvUjQ3QeFP45rXSd4dAaMbStiifH=s10000, https://images.trvl-media.com/lodging/112000000/111740000/111734800/111734736/0bedff80_z.jpg, https://lh5.googleusercontent.com/p/AF1QipOWDIskJYSmmwahwQ3FP1NOECSKotO8_YWWH3Q2=s10000, https://lh5.googleusercontent.com/p/AF1QipNZPU2mD_mSyF_lTQWfv_AhA_y1XqUDB4_urP0j=s10000, https://lh5.googleusercontent.com/p/AF1QipP3bEknCynaUCsFCFePGtRfd8zL9bEFewDt_sJA=s10000, https://lh5.googleusercontent.com/p/AF1QipPGCeguHygEIAo68qhBv6L5-zr2Ud3kNyP2Ewn8=s10000",2.8,Hòa Bình
LaMon Houses,https://www.facebook.com/lamonhouses,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",2396000,"Đền Đá Bạc, Noi Bai International Airport, Nhà Hàng Hoa Ban",3-star hotel,"https://lh5.googleusercontent.com/p/AF1QipMWaJfa1wqeoaM1IdeypGhxIeX57wd4TB5RdAev=s10000, https://lh5.googleusercontent.com/p/AF1QipN2bs7qMJt0Oizg9e-3E1kba4gfColHgZulkgbm=s10000, https://lh5.googleusercontent.com/p/AF1QipMBS3Gyvl5SXhng_tCo6E3F3VaFWCwqRc67eUge=s10000, https://lh5.googleusercontent.com/p/AF1QipN1ABsLYmNm_zooM4I1mLPi5sawdd-o8pZlOw3i=s10000, https://lh5.googleusercontent.com/p/AF1QipOE2brGEYxfqqptEpjxzOHkaWmZ-64bm6QuSCJQ=s10000, https://lh5.googleusercontent.com/p/AF1QipN5AMSeYUTTENVyAH6ajds2i4iFmh_LZqCVsQqc=s10000, https://lh5.googleusercontent.com/p/AF1QipPGXMquLxIB2bpEsA-HWgsCHktZPhFVe0CG6ZVC=s10000, https://lh5.googleusercontent.com/p/AF1QipNyllJ_cMnC1ilSSNSPm8A7xtCzlumsYKfXljJH=s10000, https://lh5.googleusercontent.com/p/AF1QipN3jMrHMQrJZmlrs9QnSe1y7pDRFNJV0ZKcAhoG=s10000",2.2,Hòa Bình
